timestep,DouYuTV-SeaL,OmGiTzPauly,NorthernGriz,BergerBoi,Dszs,CtrlZee,SADEX,1000level,Bookinga,BigBeefyy,MoNKeY203tG,Ascholes,PurplePenguin9,34DTrueDamage,dinkeing,ImSoPhamcy,Ninjakirby,Sichuanxlg,Jingchita,AbelZz,xXtentacionXx,BNOISE,patrickmoneyy,heavychevyz7197,KCannon98,lzuizhengui0818,xiaogao13,Haten-Gu,Newblacen,Unity_Yi,WellSuited,HKR-iNexxT,A_Araujo,X3evolution,NoParkingHere,Sugar_Booger423,nide2Bxiaojiejie,Northidaho,zhuyi1993,ZZTYSR,SBSB123,Thee_Milk_Man,WuGangFeng,jinze,PPPIGFEET,g0f55,Alexande-999,Facktk,china_lml520ad,WalrusInHeat,HandsomeBi,FreshMelonBalls,NET_MANHDUNG2,Games_414_TQ1,LittleMoustache,SuccMeOffSki,Daerljgodi,SAOZISHUIZHENDUO,Corleone_Wu,LuToRious,chenpan007,Pis22,KrazyPortuguese,xuezhiqian717,WOJIAOLIGUAPI,Dinostoned,JoeyJoeman,UrGrandFather,Piece_of_Sht,Hcl211,BlackDpre,Vjolt,pdfjkkvjk,DjmikeC25,BuckFutt22,Summertime333,TONGLIANGZHI,Solayuki1,Weirdo7777,NameLessisME,ZachOnTitan,Reesman22,FantasticBoys,Kroy2005,IdiotWHJ,EnGliSh22,98888888kK,zd1994925,JoyFeng-,LowGe,TedHQW
127.0,0.0,0.0,0.0,0.0,0.5627009577439928,0.0,0.0,0.0,0.5627009577439928,0.0,0.6934641359268188,0.6934641359268188,0.0,0.0,0.0,0.0,0.0,0.0,0.6587556702801264,0.6587556702801264,0.0,0.0,0.0,0.5646664136179347,0.5645354457338865,0.0,0.5646009308027948,0.0,0.0,0.0,0.5646664136179347,0.0,0.0,0.5645354457338865,0.49129751599078575,0.0,0.0,0.49129751599078575,0.0,0.0,0.0,0.0,0.5646009308027948,0.0,0.0,0.5914712373073663,0.5914712373073663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.563618419360047,0.0,0.563618419360047,0.0,0.0,0.0,0.0,0.0,0.0,0.564404468843593,0.564404468843593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5646664136179347,0.0,0.0,0.0,0.0,0.0,0.5630942084850514,0.5630942084850514,0.5646664136179347
131.0,0.0,0.0,0.0,0.0,0.5627009577439928,0.0,0.0,0.0,0.5627009577439928,0.0,0.6934641359268188,0.6934641359268188,0.0,0.0,0.0,0.0,0.0,0.0,0.6587556702801264,0.6587556702801264,0.0,0.0,0.0,0.5646664136179347,0.5645354457338865,0.0,0.5646009308027948,0.0,0.0,0.0,0.5646664136179347,0.0,0.0,0.5645354457338865,0.49129751599078575,0.0,0.0,0.49129751599078575,0.0,0.0,0.0,0.0,0.5646009308027948,0.0,0.0,0.5914712373073663,0.5914712373073663,0.0,0.0,0.0,0.0,0.0,0.5649283222966762,0.5649283222966762,0.563618419360047,0.0,0.563618419360047,0.0,0.0,0.0,0.0,0.0,0.0,0.564404468843593,0.564404468843593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5646664136179347,0.0,0.0,0.0,0.0,0.0,0.5630942084850514,0.5630942084850514,0.5646664136179347
134.0,0.0,0.0,0.0,0.0,0.5627009577439928,0.0,0.0,0.0,0.5627009577439928,0.0,0.6934641359268188,0.6934641359268188,0.0,0.0,0.0,0.0,0.0,0.0,0.6587556702801264,0.6587556702801264,0.0,0.0,0.0,0.5646664136179347,0.5645354457338865,0.0,0.5646009308027948,0.0,0.0,0.0,0.5646664136179347,0.0,0.0,0.5645354457338865,0.49129751599078575,0.0,0.0,0.49129751599078575,0.0,0.0,0.0,0.0,0.5646009308027948,0.0,0.0,0.5914712373073663,0.5914712373073663,0.0,0.0,0.0,0.0,0.0,0.5649283222966762,0.5649283222966762,0.563618419360047,0.0,0.563618419360047,0.0,0.0,0.0,0.0,0.0,0.0,0.564404468843593,0.564404468843593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5646664136179347,0.0,0.0,0.0,0.0,0.0,0.6157929435617377,0.6157929435617377,0.5646664136179347
134.0,0.0,0.0,0.0,0.0,0.5627009577439928,0.0,0.0,0.0,0.5627009577439928,0.0,0.6934641359268188,0.6934641359268188,0.0,0.0,0.0,0.0,0.0,0.0,0.6587556702801264,0.6587556702801264,0.0,0.0,0.0,0.5646664136179347,0.5645354457338865,0.0,0.5646009308027948,0.0,0.0,0.0,0.5646664136179347,0.0,0.0,0.5645354457338865,0.49129751599078575,0.0,0.0,0.49129751599078575,0.0,0.0,0.0,0.0,0.5646009308027948,0.0,0.0,0.5914712373073663,0.5914712373073663,0.0,0.0,0.0,0.0,0.0,0.5649283222966762,0.5649283222966762,0.563618419360047,0.0,0.563618419360047,0.0,0.0,0.0,0.0,0.0,0.0,0.564404468843593,0.564404468843593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5646664136179347,0.0,0.0,0.0,0.0,0.0,0.6281825719235814,0.6281825719235814,0.5646664136179347
134.0,0.0,0.0,0.0,0.0,0.5627009577439928,0.0,0.0,0.0,0.5627009577439928,0.0,0.6934641359268188,0.6934641359268188,0.0,0.0,0.0,0.0,0.0,0.0,0.6587556702801264,0.6587556702801264,0.0,0.0,0.0,0.5646664136179347,0.5645354457338865,0.0,0.5646009308027948,0.0,0.0,0.0,0.5646664136179347,0.0,0.0,0.5645354457338865,0.49129751599078575,0.0,0.0,0.49129751599078575,0.0,0.0,0.0,0.0,0.5646009308027948,0.0,0.0,0.5914712373073663,0.5914712373073663,0.0,0.0,0.0,0.0,0.0,0.5649283222966762,0.5649283222966762,0.563618419360047,0.0,0.563618419360047,0.0,0.0,0.0,0.0,0.0,0.0,0.6955914299393273,0.6955914299393273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5646664136179347,0.0,0.0,0.0,0.0,0.0,0.6281825719235814,0.6281825719235814,0.5646664136179347
137.0,0.0,0.0,0.0,0.0,0.5627009577439928,0.0,0.0,0.0,0.5627009577439928,0.0,0.6934641359268188,0.6934641359268188,0.0,0.0,0.0,0.0,0.0,0.0,0.6587556702801264,0.6587556702801264,0.0,0.0,0.0,0.5646664136179347,0.5645354457338865,0.0,0.6958022032154408,0.0,0.0,0.0,0.5646664136179347,0.0,0.0,0.5645354457338865,0.49129751599078575,0.0,0.0,0.49129751599078575,0.0,0.0,0.0,0.0,0.6958022032154408,0.0,0.0,0.5914712373073663,0.5914712373073663,0.0,0.0,0.0,0.0,0.0,0.5649283222966762,0.5649283222966762,0.563618419360047,0.0,0.563618419360047,0.0,0.0,0.0,0.0,0.0,0.0,0.6955914299393273,0.6955914299393273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5646664136179347,0.0,0.0,0.0,0.0,0.0,0.6281825719235814,0.6281825719235814,0.5646664136179347
139.0,0.0,0.0,0.0,0.0,0.5627009577439928,0.0,0.0,0.0,0.5627009577439928,0.0,0.6934641359268188,0.6934641359268188,0.0,0.0,0.0,0.0,0.0,0.0,0.6587556702801264,0.6587556702801264,0.0,0.0,0.0,0.5646664136179347,0.5645354457338865,0.0,0.6958022032154408,0.0,0.0,0.0,0.5646664136179347,0.0,0.0,0.5645354457338865,0.49129751599078575,0.0,0.0,0.49129751599078575,0.0,0.0,0.0,0.0,0.6958022032154408,0.0,0.0,0.5914712373073663,0.5914712373073663,0.0,0.0,0.0,0.0,0.0,0.5649283222966762,0.5649283222966762,0.563618419360047,0.0,0.563618419360047,0.0,0.0,0.0,0.0,0.0,0.0,0.7229036273135491,0.7229036273135491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5646664136179347,0.0,0.0,0.0,0.0,0.0,0.6281825719235814,0.6281825719235814,0.5646664136179347
144.0,0.0,0.0,0.0,0.0,0.5627009577439928,0.0,0.0,0.0,0.5627009577439928,0.0,0.6934641359268188,0.6934641359268188,0.0,0.0,0.0,0.4882560989027184,0.4882560989027184,0.0,0.6587556702801264,0.6587556702801264,0.0,0.0,0.0,0.5646664136179347,0.5645354457338865,0.0,0.6958022032154408,0.0,0.0,0.0,0.5646664136179347,0.0,0.0,0.5645354457338865,0.49129751599078575,0.0,0.0,0.49129751599078575,0.0,0.0,0.0,0.0,0.6958022032154408,0.0,0.0,0.5914712373073663,0.5914712373073663,0.0,0.0,0.0,0.0,0.0,0.5649283222966762,0.5649283222966762,0.563618419360047,0.0,0.563618419360047,0.0,0.0,0.0,0.0,0.0,0.0,0.7229036273135491,0.7229036273135491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5646664136179347,0.0,0.0,0.0,0.0,0.0,0.6281825719235814,0.6281825719235814,0.5646664136179347
158.0,0.0,0.0,0.0,0.0,0.5627009577439928,0.0,0.0,0.0,0.5627009577439928,0.0,0.6934641359268188,0.6934641359268188,0.0,0.4873406767808768,0.0,0.4882560989027184,0.4882560989027184,0.0,0.6587556702801264,0.6587556702801264,0.0,0.0,0.0,0.5646664136179347,0.5645354457338865,0.0,0.6958022032154408,0.0,0.0,0.0,0.5646664136179347,0.0,0.0,0.5645354457338865,0.49129751599078575,0.0,0.4873406767808768,0.49129751599078575,0.0,0.0,0.0,0.0,0.6958022032154408,0.0,0.0,0.5914712373073663,0.5914712373073663,0.0,0.0,0.0,0.0,0.0,0.5649283222966762,0.5649283222966762,0.563618419360047,0.0,0.563618419360047,0.0,0.0,0.0,0.0,0.0,0.0,0.7229036273135491,0.7229036273135491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5646664136179347,0.0,0.0,0.0,0.0,0.0,0.6281825719235814,0.6281825719235814,0.5646664136179347
163.0,0.0,0.0,0.0,0.0,0.5627009577439928,0.0,0.0,0.0,0.5627009577439928,0.0,0.6934641359268188,0.6934641359268188,0.0,0.4873406767808768,0.0,0.4882560989027184,0.4882560989027184,0.0,0.6587556702801264,0.6587556702801264,0.0,0.0,0.0,0.5646664136179347,0.5645354457338865,0.0,0.6958022032154408,0.0,0.0,0.0,0.5646664136179347,0.0,0.0,0.5645354457338865,0.49129751599078575,0.0,0.4873406767808768,0.49129751599078575,0.0,0.0,0.0,0.5670222753593042,0.6958022032154408,0.0,0.0,0.5914712373073663,0.5914712373073663,0.0,0.0,0.5670222753593042,0.0,0.0,0.5649283222966762,0.5649283222966762,0.563618419360047,0.0,0.563618419360047,0.0,0.0,0.0,0.0,0.0,0.0,0.7229036273135491,0.7229036273135491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5646664136179347,0.0,0.0,0.0,0.0,0.0,0.6281825719235814,0.6281825719235814,0.5646664136179347
164.0,0.0,0.0,0.0,0.0,0.5627009577439928,0.0,0.0,0.0,0.5627009577439928,0.0,0.6934641359268188,0.6934641359268188,0.0,0.4873406767808768,0.0,0.4882560989027184,0.4882560989027184,0.0,0.6587556702801264,0.6587556702801264,0.0,0.0,0.0,0.5646664136179347,0.5645354457338865,0.4705641302238042,0.6958022032154408,0.0,0.0,0.0,0.5646664136179347,0.0,0.0,0.5645354457338865,0.49129751599078575,0.4705641302238042,0.4873406767808768,0.49129751599078575,0.0,0.0,0.0,0.5670222753593042,0.6958022032154408,0.0,0.0,0.5914712373073663,0.5914712373073663,0.0,0.0,0.5670222753593042,0.0,0.0,0.5649283222966762,0.5649283222966762,0.563618419360047,0.0,0.563618419360047,0.0,0.0,0.0,0.0,0.0,0.0,0.7229036273135491,0.7229036273135491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5646664136179347,0.0,0.0,0.0,0.0,0.0,0.6281825719235814,0.6281825719235814,0.5646664136179347
165.0,0.0,0.0,0.0,0.0,0.5627009577439928,0.0,0.0,0.0,0.5627009577439928,0.0,0.6934641359268188,0.6934641359268188,0.0,0.4873406767808768,0.0,0.4882560989027184,0.4882560989027184,0.0,0.6587556702801264,0.6587556702801264,0.0,0.0,0.0,0.5646664136179347,0.5645354457338865,0.4705641302238042,0.6958022032154408,0.0,0.0,0.0,0.5646664136179347,0.0,0.0,0.5645354457338865,0.49129751599078575,0.4705641302238042,0.4873406767808768,0.49129751599078575,0.0,0.0,0.0,0.5670222753593042,0.6958022032154408,0.0,0.0,0.5914712373073663,0.5914712373073663,0.0,0.0,0.5670222753593042,0.0,0.0,0.5649283222966762,0.5649283222966762,0.563618419360047,0.0,0.563618419360047,0.0,0.0,0.0,0.0,0.0,0.0,0.7229036273135491,0.7229036273135491,0.0,0.0,0.0,0.0,0.5671530687757806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5671530687757806,0.0,0.0,0.5646664136179347,0.0,0.0,0.0,0.0,0.0,0.6281825719235814,0.6281825719235814,0.5646664136179347
167.0,0.0,0.0,0.0,0.0,0.5627009577439928,0.0,0.0,0.0,0.5627009577439928,0.0,0.6934641359268188,0.6934641359268188,0.0,0.4873406767808768,0.0,0.4882560989027184,0.4882560989027184,0.0,0.6587556702801264,0.6587556702801264,0.0,0.0,0.0,0.5646664136179347,0.5645354457338865,0.4705641302238042,0.6958022032154408,0.0,0.0,0.0,0.5646664136179347,0.0,0.0,0.5645354457338865,0.49129751599078575,0.4705641302238042,0.4873406767808768,0.49129751599078575,0.0,0.0,0.0,0.5670222753593042,0.6958022032154408,0.0,0.0,0.7031303361402993,0.7031303361402993,0.0,0.0,0.5670222753593042,0.0,0.0,0.5649283222966762,0.5649283222966762,0.563618419360047,0.0,0.563618419360047,0.0,0.0,0.0,0.0,0.0,0.0,0.7229036273135491,0.7229036273135491,0.0,0.0,0.0,0.0,0.5671530687757806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5671530687757806,0.0,0.0,0.5646664136179347,0.0,0.0,0.0,0.0,0.0,0.6281825719235814,0.6281825719235814,0.5646664136179347
